Time Stamp, Oakland
Tue Jan 15 10:37:39 2013,         69
Tue Jan 15 10:38:01 2013,         69
Tue Jan 15 10:38:23 2013,         71
Tue Jan 15 10:38:45 2013,         71
Tue Jan 15 10:39:07 2013,         71
Tue Jan 15 10:39:29 2013,         71
Tue Jan 15 10:39:50 2013,         71
Tue Jan 15 10:40:13 2013,         73
Tue Jan 15 10:40:34 2013,         73
Tue Jan 15 10:40:56 2013,         73
Tue Jan 15 10:41:18 2013,         73
Tue Jan 15 10:41:39 2013,         73
Tue Jan 15 10:42:01 2013,         73
Tue Jan 15 10:42:23 2013,         75
Tue Jan 15 10:42:45 2013,         75
Tue Jan 15 10:43:07 2013,         75
Tue Jan 15 10:43:29 2013,         75
Tue Jan 15 10:43:51 2013,         75
Tue Jan 15 10:44:13 2013,         77
Tue Jan 15 10:44:35 2013,         77
Tue Jan 15 10:44:56 2013,         77
Tue Jan 15 10:45:18 2013,         77
Tue Jan 15 10:45:40 2013,         77
Tue Jan 15 10:46:02 2013,         77
Tue Jan 15 10:46:23 2013,         79
Tue Jan 15 10:46:45 2013,         79
Tue Jan 15 10:47:07 2013,         79
Tue Jan 15 10:47:28 2013,         79
Tue Jan 15 10:47:50 2013,         79
Tue Jan 15 10:48:13 2013,         79
Tue Jan 15 10:48:35 2013,         81
Tue Jan 15 10:48:57 2013,         81
Tue Jan 15 10:49:19 2013,         81
Tue Jan 15 10:49:41 2013,         81
Tue Jan 15 10:50:03 2013,         81
Tue Jan 15 10:50:25 2013,         83
Tue Jan 15 10:50:47 2013,         83
Tue Jan 15 10:51:09 2013,         83
Tue Jan 15 10:51:30 2013,         83
Tue Jan 15 10:51:52 2013,         83
Tue Jan 15 10:52:15 2013,         84
Tue Jan 15 10:52:37 2013,         84
Tue Jan 15 10:52:59 2013,         84
Tue Jan 15 10:53:20 2013,         84
Tue Jan 15 10:53:42 2013,         84
Tue Jan 15 10:54:04 2013,         84
Tue Jan 15 10:54:26 2013,         86
Tue Jan 15 10:54:48 2013,         86
Tue Jan 15 10:55:10 2013,         86
Tue Jan 15 10:55:32 2013,         86
Tue Jan 15 10:55:54 2013,         86
Tue Jan 15 10:56:16 2013,         86
Tue Jan 15 10:56:38 2013,         86
Tue Jan 15 10:56:59 2013,         86
Tue Jan 15 10:57:21 2013,         86
Tue Jan 15 10:57:44 2013,         86
Tue Jan 15 10:58:05 2013,         86
Tue Jan 15 10:58:27 2013,         88
Tue Jan 15 10:58:50 2013,         88
Tue Jan 15 10:59:12 2013,         88
Tue Jan 15 10:59:34 2013,         88
Tue Jan 15 10:59:56 2013,         88
Tue Jan 15 11:00:18 2013,         87
Tue Jan 15 11:00:40 2013,         87
Tue Jan 15 11:01:01 2013,         87
Tue Jan 15 11:01:23 2013,         87
Tue Jan 15 11:01:45 2013,         87
Tue Jan 15 11:02:07 2013,         87
Tue Jan 15 11:02:29 2013,         89
Tue Jan 15 11:02:51 2013,         89
Tue Jan 15 11:03:13 2013,         89
Tue Jan 15 11:03:34 2013,         89
Tue Jan 15 11:03:56 2013,         89
Tue Jan 15 11:04:18 2013,         90
Tue Jan 15 11:04:41 2013,         90
Tue Jan 15 11:05:03 2013,         90
Tue Jan 15 11:05:24 2013,         90
Tue Jan 15 11:05:46 2013,         90
Tue Jan 15 11:06:08 2013,         90
Tue Jan 15 11:06:30 2013,         91
Tue Jan 15 11:06:52 2013,         91
Tue Jan 15 11:07:13 2013,         91
Tue Jan 15 11:07:36 2013,         91
Tue Jan 15 11:07:58 2013,         91
Tue Jan 15 11:08:20 2013,         93
Tue Jan 15 11:08:43 2013,         93
Tue Jan 15 11:09:04 2013,         93
Tue Jan 15 11:09:26 2013,         93
Tue Jan 15 11:09:48 2013,         93
Tue Jan 15 11:10:09 2013,         93
Tue Jan 15 11:10:31 2013,         92
Tue Jan 15 11:10:53 2013,         92
Tue Jan 15 11:11:15 2013,         92
Tue Jan 15 11:11:37 2013,         92
Tue Jan 15 11:11:59 2013,         92
Tue Jan 15 11:12:21 2013,         93
Tue Jan 15 11:12:43 2013,         93
Tue Jan 15 11:13:05 2013,         93
Tue Jan 15 11:13:27 2013,         93
Tue Jan 15 11:13:49 2013,         93
Tue Jan 15 11:14:11 2013,         93
Tue Jan 15 11:14:33 2013,         88
Tue Jan 15 11:14:54 2013,         88
Tue Jan 15 11:15:16 2013,         88
Tue Jan 15 11:15:38 2013,         88
Tue Jan 15 11:16:00 2013,         88
Tue Jan 15 11:16:23 2013,         84
Tue Jan 15 11:16:44 2013,         84
Tue Jan 15 11:17:06 2013,         84
Tue Jan 15 11:17:28 2013,         84
Tue Jan 15 11:17:50 2013,         84
Tue Jan 15 11:18:12 2013,         84
Tue Jan 15 11:18:34 2013,         85
Tue Jan 15 11:18:55 2013,         85
Tue Jan 15 11:19:17 2013,         85
Tue Jan 15 11:19:39 2013,        -10
Tue Jan 15 11:20:01 2013,         85
Tue Jan 15 11:20:23 2013,         86
Tue Jan 15 11:20:45 2013,         86
Tue Jan 15 11:21:07 2013,         86
Tue Jan 15 11:21:29 2013,         86
Tue Jan 15 11:21:51 2013,         86
Tue Jan 15 11:22:13 2013,         81
Tue Jan 15 11:22:34 2013,         81
Tue Jan 15 11:22:56 2013,         81
Tue Jan 15 11:23:18 2013,         81
Tue Jan 15 11:23:39 2013,         81
Tue Jan 15 11:24:01 2013,         81
Tue Jan 15 11:24:23 2013,         83
Tue Jan 15 11:24:45 2013,         83
Tue Jan 15 11:25:07 2013,         83
Tue Jan 15 11:25:29 2013,         83
Tue Jan 15 11:25:51 2013,         83
Tue Jan 15 11:26:14 2013,         85
Tue Jan 15 11:26:35 2013,         85
Tue Jan 15 11:26:57 2013,         85
Tue Jan 15 11:27:19 2013,         85
Tue Jan 15 11:27:41 2013,         85
Tue Jan 15 11:28:03 2013,         85
Tue Jan 15 11:28:25 2013,         87
Tue Jan 15 11:28:47 2013,         87
Tue Jan 15 11:29:09 2013,         87
Tue Jan 15 11:29:30 2013,         87
Tue Jan 15 11:29:53 2013,         87
Tue Jan 15 11:30:15 2013,         89
Tue Jan 15 11:30:37 2013,         89
Tue Jan 15 11:30:59 2013,         89
Tue Jan 15 11:31:22 2013,         25
Tue Jan 15 11:31:44 2013,         89
Tue Jan 15 11:32:06 2013,         89
Tue Jan 15 11:32:27 2013,         91
Tue Jan 15 11:32:49 2013,         91
Tue Jan 15 11:33:11 2013,         91
Tue Jan 15 11:33:33 2013,         91
Tue Jan 15 11:33:55 2013,         91
Tue Jan 15 11:34:17 2013,         85
Tue Jan 15 11:34:39 2013,         85
Tue Jan 15 11:35:01 2013,         85
Tue Jan 15 11:35:23 2013,         85
Tue Jan 15 11:35:44 2013,         85
Tue Jan 15 11:36:06 2013,         85
Tue Jan 15 11:36:28 2013,         83
Tue Jan 15 11:36:50 2013,         83
Tue Jan 15 11:37:12 2013,         83
Tue Jan 15 11:37:35 2013,         83
Tue Jan 15 11:37:56 2013,         83
Tue Jan 15 11:38:19 2013,         84
Tue Jan 15 11:38:40 2013,         84
Tue Jan 15 11:39:02 2013,         84
Tue Jan 15 11:39:24 2013,         84
Tue Jan 15 11:39:47 2013,         84
Tue Jan 15 11:40:09 2013,         84
Tue Jan 15 11:40:31 2013,         86
Tue Jan 15 11:40:53 2013,         86
Tue Jan 15 11:41:15 2013,         86
Tue Jan 15 11:41:37 2013,         86
Tue Jan 15 11:41:59 2013,         86
Tue Jan 15 11:42:21 2013,         87
Tue Jan 15 11:42:43 2013,         87
Tue Jan 15 11:43:05 2013,         87
Tue Jan 15 11:43:27 2013,         87
Tue Jan 15 11:43:49 2013,         87
Tue Jan 15 11:44:11 2013,         87
Tue Jan 15 11:44:33 2013,         89
Tue Jan 15 11:44:55 2013,         89
Tue Jan 15 11:45:17 2013,         89
Tue Jan 15 11:45:39 2013,         89
Tue Jan 15 11:46:01 2013,         89
Tue Jan 15 11:46:22 2013,         87
Tue Jan 15 11:46:45 2013,         87
Tue Jan 15 11:47:07 2013,         87
Tue Jan 15 11:47:28 2013,         87
Tue Jan 15 11:47:50 2013,         87
Tue Jan 15 11:48:13 2013,         89
Tue Jan 15 11:48:35 2013,         89
Tue Jan 15 11:48:56 2013,         89
Tue Jan 15 11:49:19 2013,         89
Tue Jan 15 11:49:41 2013,         89
Tue Jan 15 11:50:03 2013,         89
Tue Jan 15 11:50:25 2013,         91
Tue Jan 15 11:50:47 2013,         91
Tue Jan 15 11:51:08 2013,         91
Tue Jan 15 11:51:30 2013,         91
Tue Jan 15 11:51:52 2013,         91
Tue Jan 15 11:52:14 2013,         93
Tue Jan 15 11:52:36 2013,         93
Tue Jan 15 11:52:58 2013,         93
Tue Jan 15 11:53:20 2013,         93
Tue Jan 15 11:53:41 2013,         93
Tue Jan 15 11:54:03 2013,         93
Tue Jan 15 11:54:25 2013,         95
Tue Jan 15 11:54:47 2013,         95
Tue Jan 15 11:55:09 2013,         95
Tue Jan 15 11:55:31 2013,         95
Tue Jan 15 11:55:53 2013,         95
Tue Jan 15 11:56:15 2013,         97
Tue Jan 15 11:56:37 2013,         97
Tue Jan 15 11:56:59 2013,         97
Tue Jan 15 11:57:21 2013,         97
Tue Jan 15 11:57:43 2013,         97
Tue Jan 15 11:58:05 2013,         97
Tue Jan 15 11:58:27 2013,         95
Tue Jan 15 11:58:49 2013,         95
Tue Jan 15 11:59:10 2013,         95
Tue Jan 15 11:59:33 2013,         95
Tue Jan 15 11:59:54 2013,         95
Tue Jan 15 12:00:16 2013,         97
Tue Jan 15 12:00:38 2013,         97
Tue Jan 15 12:01:00 2013,         97
Tue Jan 15 12:01:21 2013,         97
Tue Jan 15 12:01:43 2013,         97
Tue Jan 15 12:02:05 2013,         97
Tue Jan 15 12:02:27 2013,         99
Tue Jan 15 12:02:49 2013,         99
Tue Jan 15 12:03:11 2013,         99
Tue Jan 15 12:03:32 2013,         99
Tue Jan 15 12:03:54 2013,         99
Tue Jan 15 12:04:16 2013,         85
Tue Jan 15 12:04:38 2013,         85
Tue Jan 15 12:05:00 2013,         85
Tue Jan 15 12:05:22 2013,         85
Tue Jan 15 12:05:43 2013,         85
Tue Jan 15 12:06:06 2013,         85
Tue Jan 15 12:06:28 2013,         77
Tue Jan 15 12:06:50 2013,         77
Tue Jan 15 12:07:11 2013,         77
Tue Jan 15 12:07:33 2013,         77
Tue Jan 15 12:07:56 2013,         77
Tue Jan 15 12:08:18 2013,        -10
Tue Jan 15 12:08:40 2013,         79
Tue Jan 15 12:09:02 2013,         79
Tue Jan 15 12:09:24 2013,         79
Tue Jan 15 12:09:46 2013,         79
Tue Jan 15 12:10:08 2013,         79
Tue Jan 15 12:10:30 2013,         81
Tue Jan 15 12:10:51 2013,         81
Tue Jan 15 12:11:13 2013,         81
Tue Jan 15 12:11:35 2013,         81
Tue Jan 15 12:11:57 2013,         81
Tue Jan 15 12:12:19 2013,         83
Tue Jan 15 12:12:41 2013,         83
Tue Jan 15 12:13:02 2013,         83
Tue Jan 15 12:13:24 2013,         83
Tue Jan 15 12:13:46 2013,         83
Tue Jan 15 12:14:08 2013,         83
Tue Jan 15 12:14:30 2013,         78
Tue Jan 15 12:14:51 2013,         78
Tue Jan 15 12:15:13 2013,         78
Tue Jan 15 12:15:35 2013,         78
Tue Jan 15 12:15:57 2013,         78
Tue Jan 15 12:16:19 2013,         73
Tue Jan 15 12:16:41 2013,         73
Tue Jan 15 12:17:02 2013,         73
Tue Jan 15 12:17:24 2013,         73
Tue Jan 15 12:17:46 2013,         73
Tue Jan 15 12:18:07 2013,         73
Tue Jan 15 12:18:30 2013,         75
Tue Jan 15 12:18:51 2013,         75
Tue Jan 15 12:19:13 2013,         75
Tue Jan 15 12:19:35 2013,         75
Tue Jan 15 12:19:57 2013,         75
Tue Jan 15 12:20:19 2013,         75
Tue Jan 15 12:20:41 2013,         75
Tue Jan 15 12:21:03 2013,         75
Tue Jan 15 12:21:25 2013,         75
Tue Jan 15 12:21:46 2013,         75
Tue Jan 15 12:22:08 2013,         75
Tue Jan 15 12:22:32 2013,         77
Tue Jan 15 12:22:54 2013,         77
Tue Jan 15 12:23:17 2013,         77
Tue Jan 15 12:23:39 2013,         77
Tue Jan 15 12:24:01 2013,         77
Tue Jan 15 12:24:23 2013,         77
Tue Jan 15 12:24:44 2013,         77
Tue Jan 15 12:25:06 2013,         77
Tue Jan 15 12:25:28 2013,         77
Tue Jan 15 12:25:49 2013,         77
Tue Jan 15 12:26:11 2013,         77
Tue Jan 15 12:26:33 2013,         50
Tue Jan 15 12:26:55 2013,         79
Tue Jan 15 12:27:17 2013,         79
Tue Jan 15 12:27:39 2013,         79
Tue Jan 15 12:28:01 2013,         79
Tue Jan 15 12:28:23 2013,        -10
Tue Jan 15 12:28:45 2013,         81
Tue Jan 15 12:29:07 2013,         81
Tue Jan 15 12:29:28 2013,         81
Tue Jan 15 12:29:50 2013,         81
Tue Jan 15 12:30:13 2013,         83
Tue Jan 15 12:30:34 2013,         83
Tue Jan 15 12:30:56 2013,         83
Tue Jan 15 12:31:18 2013,         83
Tue Jan 15 12:31:40 2013,         83
Tue Jan 15 12:32:01 2013,         83
Tue Jan 15 12:32:23 2013,         85
Tue Jan 15 12:32:45 2013,         85
Tue Jan 15 12:33:06 2013,         85
Tue Jan 15 12:33:28 2013,         85
Tue Jan 15 12:33:50 2013,         85
Tue Jan 15 12:34:12 2013,         87
Tue Jan 15 12:34:33 2013,         87
Tue Jan 15 12:34:55 2013,         87
Tue Jan 15 12:35:17 2013,         87
Tue Jan 15 12:35:39 2013,         87
Tue Jan 15 12:36:00 2013,         87
Tue Jan 15 12:36:23 2013,         89
Tue Jan 15 12:36:45 2013,         89
Tue Jan 15 12:37:07 2013,         89
Tue Jan 15 12:37:28 2013,         89
Tue Jan 15 12:37:50 2013,         89
Tue Jan 15 12:38:12 2013,         89
Tue Jan 15 12:38:34 2013,         91
Tue Jan 15 12:38:56 2013,         91
Tue Jan 15 12:39:18 2013,         91
Tue Jan 15 12:39:40 2013,         91
Tue Jan 15 12:40:02 2013,         91
Tue Jan 15 12:40:24 2013,         93
Tue Jan 15 12:40:46 2013,         93
Tue Jan 15 12:41:07 2013,         93
Tue Jan 15 12:41:54 2013,         93
Tue Jan 15 12:42:16 2013,         95
Tue Jan 15 12:42:37 2013,         95
Tue Jan 15 12:42:59 2013,         95
Tue Jan 15 12:43:21 2013,         95
Tue Jan 15 12:43:43 2013,         95
Tue Jan 15 12:44:05 2013,         84
Tue Jan 15 12:44:26 2013,         97
Tue Jan 15 12:44:48 2013,         97
Tue Jan 15 12:45:10 2013,         97
Tue Jan 15 12:45:32 2013,         97
Tue Jan 15 12:45:54 2013,         97
Tue Jan 15 12:46:16 2013,         99
Tue Jan 15 12:46:37 2013,         99
Tue Jan 15 12:47:00 2013,         99
Tue Jan 15 12:47:21 2013,         99
Tue Jan 15 12:47:43 2013,         99
Tue Jan 15 12:48:05 2013,         99
Tue Jan 15 12:48:27 2013,        100
Tue Jan 15 12:48:49 2013,        100
Tue Jan 15 12:49:11 2013,        100
Tue Jan 15 12:49:32 2013,        100
Tue Jan 15 12:49:54 2013,        100
Tue Jan 15 12:50:17 2013,        102
Tue Jan 15 12:50:39 2013,        102
Tue Jan 15 12:51:00 2013,        102
Tue Jan 15 12:51:22 2013,        102
Tue Jan 15 12:51:44 2013,        102
Tue Jan 15 12:52:05 2013,        102
Tue Jan 15 12:52:27 2013,        104
Tue Jan 15 12:52:49 2013,        104
Tue Jan 15 12:53:11 2013,        104
Tue Jan 15 12:53:32 2013,        104
Tue Jan 15 12:53:54 2013,        104
Tue Jan 15 12:54:17 2013,        105
Tue Jan 15 12:54:38 2013,        105
Tue Jan 15 12:55:00 2013,        105
Tue Jan 15 12:55:22 2013,        105
Tue Jan 15 12:55:44 2013,        105
Tue Jan 15 12:56:06 2013,        105
Tue Jan 15 12:56:28 2013,        106
Tue Jan 15 12:56:50 2013,        106
Tue Jan 15 12:57:12 2013,        106
Tue Jan 15 12:57:34 2013,        106
Tue Jan 15 12:57:55 2013,        106
Tue Jan 15 12:58:18 2013,        102
Tue Jan 15 12:58:40 2013,        102
Tue Jan 15 12:59:02 2013,        102
Tue Jan 15 12:59:23 2013,        102
Tue Jan 15 12:59:45 2013,        102
Tue Jan 15 13:00:07 2013,        102
Tue Jan 15 13:00:30 2013,        103
Tue Jan 15 13:00:52 2013,        103
Tue Jan 15 13:01:13 2013,        103
Tue Jan 15 13:01:36 2013,        103
Tue Jan 15 13:01:58 2013,        103
Tue Jan 15 13:02:20 2013,        104
Tue Jan 15 13:02:42 2013,        104
Tue Jan 15 13:03:03 2013,        104
Tue Jan 15 13:03:25 2013,        104
Tue Jan 15 13:03:46 2013,        104
Tue Jan 15 13:04:09 2013,        104
Tue Jan 15 13:04:31 2013,        102
Tue Jan 15 13:04:53 2013,        102
Tue Jan 15 13:05:14 2013,        102
Tue Jan 15 13:05:36 2013,        102
Tue Jan 15 13:05:58 2013,        102
Tue Jan 15 13:06:20 2013,        102
Tue Jan 15 13:06:42 2013,        102
Tue Jan 15 13:07:03 2013,        102
Tue Jan 15 13:07:25 2013,        102
Tue Jan 15 13:07:47 2013,        102
Tue Jan 15 13:08:09 2013,        102
Tue Jan 15 13:08:31 2013,         92
Tue Jan 15 13:08:53 2013,         92
Tue Jan 15 13:09:15 2013,         92
Tue Jan 15 13:09:37 2013,         92
Tue Jan 15 13:09:58 2013,         92
Tue Jan 15 13:10:20 2013,         94
Tue Jan 15 13:10:42 2013,         94
Tue Jan 15 13:11:04 2013,         94
Tue Jan 15 13:11:26 2013,         94
Tue Jan 15 13:11:47 2013,         94
Tue Jan 15 13:12:09 2013,         94
Tue Jan 15 13:12:31 2013,         90
Tue Jan 15 13:12:53 2013,         90
Tue Jan 15 13:13:15 2013,         90
Tue Jan 15 13:13:36 2013,         90
Tue Jan 15 13:13:59 2013,         90
Tue Jan 15 13:14:21 2013,         92
Tue Jan 15 13:14:43 2013,         92
Tue Jan 15 13:15:05 2013,         92
Tue Jan 15 13:15:27 2013,         92
Tue Jan 15 13:15:49 2013,         92
Tue Jan 15 13:16:11 2013,         92
Tue Jan 15 13:16:33 2013,         92
Tue Jan 15 13:16:54 2013,         92
Tue Jan 15 13:17:16 2013,         92
Tue Jan 15 13:17:39 2013,         43
Tue Jan 15 13:18:01 2013,         92
Tue Jan 15 13:18:23 2013,         94
Tue Jan 15 13:18:45 2013,         94
Tue Jan 15 13:19:07 2013,         94
Tue Jan 15 13:19:29 2013,         94
Tue Jan 15 13:19:51 2013,         94
Tue Jan 15 13:20:14 2013,         96
Tue Jan 15 13:20:36 2013,         96
Tue Jan 15 13:20:58 2013,         96
Tue Jan 15 13:21:19 2013,         96
Tue Jan 15 13:21:41 2013,         96
Tue Jan 15 13:22:04 2013,         96
Tue Jan 15 13:22:26 2013,         98
Tue Jan 15 13:22:48 2013,         98
Tue Jan 15 13:23:10 2013,         98
Tue Jan 15 13:23:32 2013,         98
Tue Jan 15 13:23:53 2013,         98
Tue Jan 15 13:24:16 2013,        100
Tue Jan 15 13:24:38 2013,        100
Tue Jan 15 13:25:00 2013,        100
Tue Jan 15 13:25:22 2013,        100
Tue Jan 15 13:25:44 2013,        100
Tue Jan 15 13:26:07 2013,        100
Tue Jan 15 13:26:28 2013,        102
Tue Jan 15 13:26:50 2013,        102
Tue Jan 15 13:27:12 2013,        102
Tue Jan 15 13:27:34 2013,        102
Tue Jan 15 13:27:55 2013,         94
Tue Jan 15 13:28:18 2013,        104
Tue Jan 15 13:28:40 2013,        104
Tue Jan 15 13:29:02 2013,        104
Tue Jan 15 13:29:24 2013,        104
Tue Jan 15 13:29:46 2013,        104
Tue Jan 15 13:30:08 2013,        104
Tue Jan 15 13:30:30 2013,        106
Tue Jan 15 13:30:52 2013,        106
Tue Jan 15 13:31:13 2013,        106
Tue Jan 15 13:31:35 2013,        106
Tue Jan 15 13:31:56 2013,        106
Tue Jan 15 13:32:19 2013,        108
Tue Jan 15 13:32:41 2013,        108
Tue Jan 15 13:33:03 2013,        108
Tue Jan 15 13:33:24 2013,        108
Tue Jan 15 13:33:46 2013,        108
Tue Jan 15 13:34:08 2013,        108
Tue Jan 15 13:34:30 2013,        110
Tue Jan 15 13:34:52 2013,        110
Tue Jan 15 13:35:13 2013,        110
Tue Jan 15 13:35:35 2013,        110
Tue Jan 15 13:35:57 2013,        110
Tue Jan 15 13:36:19 2013,        112
Tue Jan 15 13:36:41 2013,        112
Tue Jan 15 13:37:03 2013,        112
Tue Jan 15 13:37:25 2013,        112
Tue Jan 15 13:37:46 2013,        112
Tue Jan 15 13:38:10 2013,        112
Tue Jan 15 13:38:32 2013,        111
Tue Jan 15 13:38:53 2013,        111
Tue Jan 15 13:39:15 2013,        111
Tue Jan 15 13:39:37 2013,        111
Tue Jan 15 13:39:59 2013,        111
Tue Jan 15 13:40:21 2013,        113
Tue Jan 15 13:40:43 2013,        113
Tue Jan 15 13:41:05 2013,        113
Tue Jan 15 13:41:26 2013,        113
Tue Jan 15 13:41:48 2013,        113
Tue Jan 15 13:42:10 2013,        113
Tue Jan 15 13:42:32 2013,        115
Tue Jan 15 13:42:53 2013,        115
Tue Jan 15 13:43:15 2013,        115
Tue Jan 15 13:43:37 2013,        115
Tue Jan 15 13:43:59 2013,        115
Tue Jan 15 13:44:21 2013,        117
Tue Jan 15 13:44:43 2013,        117
Tue Jan 15 13:45:05 2013,        117
Tue Jan 15 13:45:27 2013,        117
Tue Jan 15 13:45:49 2013,        117
Tue Jan 15 13:46:11 2013,        117
Tue Jan 15 13:46:33 2013,        119
Tue Jan 15 13:46:55 2013,        119
Tue Jan 15 13:47:17 2013,        119
Tue Jan 15 13:47:39 2013,        119
Tue Jan 15 13:48:00 2013,        119
Tue Jan 15 13:48:22 2013,        120
Tue Jan 15 13:48:45 2013,        120
Tue Jan 15 13:49:07 2013,        120
Tue Jan 15 13:49:29 2013,        120
Tue Jan 15 13:49:50 2013,        120
Tue Jan 15 13:50:12 2013,        120
Tue Jan 15 13:50:34 2013,        121
Tue Jan 15 13:50:56 2013,        121
Tue Jan 15 13:51:18 2013,        121
Tue Jan 15 13:51:39 2013,        121
Tue Jan 15 13:52:01 2013,        121
Tue Jan 15 13:52:23 2013,        123
Tue Jan 15 13:52:45 2013,        123
Tue Jan 15 13:53:07 2013,        123
Tue Jan 15 13:53:29 2013,        123
Tue Jan 15 13:53:50 2013,        123
Tue Jan 15 13:54:13 2013,        116
Tue Jan 15 13:54:35 2013,        116
Tue Jan 15 13:54:56 2013,        116
Tue Jan 15 13:55:18 2013,        116
Tue Jan 15 13:55:40 2013,        116
Tue Jan 15 13:56:02 2013,        116
Tue Jan 15 13:56:23 2013,        118
Tue Jan 15 13:56:45 2013,        118
Tue Jan 15 13:57:19 2013,        118
Tue Jan 15 13:57:40 2013,        118
Tue Jan 15 13:58:02 2013,        118
Tue Jan 15 13:58:24 2013,        120
Tue Jan 15 13:58:46 2013,        120
Tue Jan 15 13:59:08 2013,        120
Tue Jan 15 13:59:30 2013,        120
Tue Jan 15 13:59:51 2013,        120
Tue Jan 15 14:00:14 2013,        122
Tue Jan 15 14:00:36 2013,        122
Tue Jan 15 14:00:57 2013,        122
Tue Jan 15 14:01:19 2013,        122
Tue Jan 15 14:01:41 2013,        122
Tue Jan 15 14:02:03 2013,        122
Tue Jan 15 14:02:25 2013,        101
Tue Jan 15 14:02:47 2013,        101
Tue Jan 15 14:03:09 2013,        101
Tue Jan 15 14:03:31 2013,        101
Tue Jan 15 14:03:53 2013,        101
Tue Jan 15 14:04:15 2013,        100
Tue Jan 15 14:04:37 2013,        100
Tue Jan 15 14:04:59 2013,        100
Tue Jan 15 14:05:20 2013,        100
Tue Jan 15 14:05:42 2013,        100
Tue Jan 15 14:06:04 2013,        100
Tue Jan 15 14:06:26 2013,        100
Tue Jan 15 14:06:48 2013,        100
Tue Jan 15 14:07:09 2013,        100
Tue Jan 15 14:07:31 2013,        100
Tue Jan 15 14:07:53 2013,        -10
Tue Jan 15 14:08:15 2013,        102
Tue Jan 15 14:08:37 2013,        102
Tue Jan 15 14:08:59 2013,        102
Tue Jan 15 14:09:21 2013,        102
Tue Jan 15 14:09:43 2013,        102
Tue Jan 15 14:10:04 2013,        102
Tue Jan 15 14:10:27 2013,         98
Tue Jan 15 14:10:48 2013,         98
Tue Jan 15 14:11:10 2013,         98
Tue Jan 15 14:11:32 2013,         98
Tue Jan 15 14:11:54 2013,         98
Tue Jan 15 14:12:16 2013,        100
Tue Jan 15 14:12:39 2013,        100
Tue Jan 15 14:13:00 2013,        100
Tue Jan 15 14:13:22 2013,        100
Tue Jan 15 14:13:43 2013,        100
Tue Jan 15 14:14:05 2013,        100
Tue Jan 15 14:14:27 2013,        100
Tue Jan 15 14:14:49 2013,        100
Tue Jan 15 14:15:11 2013,         72
Tue Jan 15 14:15:33 2013,        100
Tue Jan 15 14:16:24 2013,        100
Tue Jan 15 14:16:46 2013,        100
Tue Jan 15 14:17:08 2013,        100
Tue Jan 15 14:17:30 2013,        100
Tue Jan 15 14:17:52 2013,        100
Tue Jan 15 14:18:14 2013,        101
Tue Jan 15 14:18:36 2013,        101
Tue Jan 15 14:18:58 2013,        101
Tue Jan 15 14:19:20 2013,        101
Tue Jan 15 14:19:42 2013,        101
Tue Jan 15 14:20:04 2013,        101
Tue Jan 15 14:20:26 2013,         99
Tue Jan 15 14:20:48 2013,         99
Tue Jan 15 14:21:10 2013,         99
Tue Jan 15 14:21:32 2013,         99
Tue Jan 15 14:21:54 2013,         99
Tue Jan 15 14:22:16 2013,        101
Tue Jan 15 14:22:38 2013,        101
Tue Jan 15 14:22:59 2013,        101
Tue Jan 15 14:23:21 2013,        101
Tue Jan 15 14:23:43 2013,        101
Tue Jan 15 14:24:05 2013,        101
Tue Jan 15 14:24:27 2013,        101
Tue Jan 15 14:24:49 2013,        101
Tue Jan 15 14:25:10 2013,        101
Tue Jan 15 14:25:32 2013,        101
Tue Jan 15 14:25:54 2013,        101
Tue Jan 15 14:26:16 2013,        103
Tue Jan 15 14:26:38 2013,        103
Tue Jan 15 14:27:00 2013,        103
Tue Jan 15 14:27:21 2013,        103
Tue Jan 15 14:27:43 2013,        103
Tue Jan 15 14:28:05 2013,        103
Tue Jan 15 14:28:28 2013,        105
Tue Jan 15 14:28:49 2013,        105
Tue Jan 15 14:29:11 2013,        105
Tue Jan 15 14:29:33 2013,        105
Tue Jan 15 14:29:55 2013,        105
Tue Jan 15 14:30:17 2013,        107
Tue Jan 15 14:30:39 2013,        107
Tue Jan 15 14:31:00 2013,        107
Tue Jan 15 14:31:22 2013,        107
Tue Jan 15 14:31:43 2013,        107
Tue Jan 15 14:32:05 2013,        107
Tue Jan 15 14:32:27 2013,        107
Tue Jan 15 14:32:48 2013,         45
Tue Jan 15 14:33:10 2013,        107
Tue Jan 15 14:33:32 2013,        107
Tue Jan 15 14:33:54 2013,        107
Tue Jan 15 14:34:15 2013,        109
Tue Jan 15 14:34:37 2013,        109
Tue Jan 15 14:34:59 2013,        109
Tue Jan 15 14:35:22 2013,        109
Tue Jan 15 14:35:44 2013,        109
Tue Jan 15 14:36:05 2013,        109
Tue Jan 15 14:36:27 2013,        111
Tue Jan 15 14:36:49 2013,        111
Tue Jan 15 14:37:11 2013,        111
Tue Jan 15 14:37:33 2013,        111
Tue Jan 15 14:37:55 2013,        111
Tue Jan 15 14:38:17 2013,          8
Tue Jan 15 14:38:40 2013,        113
Tue Jan 15 14:39:01 2013,        113
Tue Jan 15 14:39:23 2013,        113
Tue Jan 15 14:39:45 2013,        113
Tue Jan 15 14:40:06 2013,        113
Tue Jan 15 14:40:28 2013,        115
Tue Jan 15 14:40:50 2013,        115
Tue Jan 15 14:41:11 2013,        115
