Time Stamp, Oakland
Tue Jan 15 14:41:33 2013,        115
Tue Jan 15 14:41:55 2013,        115
Tue Jan 15 14:42:17 2013,        117
Tue Jan 15 14:42:39 2013,        117
Tue Jan 15 14:43:01 2013,        117
Tue Jan 15 14:43:23 2013,        117
Tue Jan 15 14:43:45 2013,        117
Tue Jan 15 14:44:07 2013,        117
Tue Jan 15 14:44:29 2013,        118
Tue Jan 15 14:44:51 2013,        118
Tue Jan 15 14:45:13 2013,        118
Tue Jan 15 14:45:34 2013,        118
Tue Jan 15 14:45:56 2013,        118
Tue Jan 15 14:46:18 2013,        120
Tue Jan 15 14:46:40 2013,        120
Tue Jan 15 14:47:02 2013,        120
Tue Jan 15 14:47:24 2013,        120
Tue Jan 15 14:47:46 2013,        120
Tue Jan 15 14:48:08 2013,        120
Tue Jan 15 14:48:30 2013,        122
Tue Jan 15 14:48:52 2013,        122
Tue Jan 15 14:49:14 2013,        122
Tue Jan 15 14:49:35 2013,        122
Tue Jan 15 14:49:57 2013,        122
Tue Jan 15 14:50:19 2013,        124
Tue Jan 15 14:50:40 2013,        124
Tue Jan 15 14:51:02 2013,        124
Tue Jan 15 14:51:24 2013,        124
Tue Jan 15 14:51:46 2013,        124
Tue Jan 15 14:52:07 2013,        124
Tue Jan 15 14:52:28 2013,        122
Tue Jan 15 14:52:50 2013,        122
Tue Jan 15 14:53:12 2013,        122
Tue Jan 15 14:53:34 2013,        122
Tue Jan 15 14:53:56 2013,        122
Tue Jan 15 14:54:18 2013,        119
Tue Jan 15 14:54:40 2013,        119
Tue Jan 15 14:55:03 2013,        119
Tue Jan 15 14:55:24 2013,        119
Tue Jan 15 14:55:46 2013,        119
Tue Jan 15 14:56:08 2013,        119
Tue Jan 15 14:56:29 2013,        121
Tue Jan 15 14:56:51 2013,        121
Tue Jan 15 14:57:13 2013,        121
Tue Jan 15 14:57:35 2013,        121
Tue Jan 15 14:57:57 2013,        121
Tue Jan 15 14:58:19 2013,        114
Tue Jan 15 14:58:41 2013,        114
Tue Jan 15 14:59:04 2013,        114
Tue Jan 15 14:59:26 2013,        114
Tue Jan 15 14:59:47 2013,        114
Tue Jan 15 15:00:09 2013,        114
Tue Jan 15 15:00:31 2013,        116
Tue Jan 15 15:00:52 2013,        116
Tue Jan 15 15:01:14 2013,        116
Tue Jan 15 15:01:36 2013,        116
Tue Jan 15 15:01:58 2013,        116
Tue Jan 15 15:02:20 2013,        118
Tue Jan 15 15:02:42 2013,        118
Tue Jan 15 15:03:03 2013,         52
Tue Jan 15 15:03:25 2013,        118
Tue Jan 15 15:03:47 2013,        118
Tue Jan 15 15:04:08 2013,        118
Tue Jan 15 15:04:30 2013,        111
Tue Jan 15 15:04:52 2013,        111
Tue Jan 15 15:05:14 2013,        111
Tue Jan 15 15:05:35 2013,        111
Tue Jan 15 15:05:57 2013,        111
Tue Jan 15 15:06:19 2013,        112
Tue Jan 15 15:06:41 2013,        112
Tue Jan 15 15:07:03 2013,        112
Tue Jan 15 15:07:25 2013,        112
Tue Jan 15 15:07:47 2013,        112
Tue Jan 15 15:08:09 2013,        112
Tue Jan 15 15:08:31 2013,        114
Tue Jan 15 15:08:53 2013,        114
Tue Jan 15 15:09:15 2013,        114
Tue Jan 15 15:09:36 2013,        114
Tue Jan 15 15:09:58 2013,        114
Tue Jan 15 15:10:20 2013,        116
Tue Jan 15 15:10:42 2013,        116
Tue Jan 15 15:11:03 2013,        116
Tue Jan 15 15:11:25 2013,        116
Tue Jan 15 15:11:47 2013,        116
Tue Jan 15 15:12:09 2013,        118
Tue Jan 15 15:12:30 2013,        118
Tue Jan 15 15:12:53 2013,        118
Tue Jan 15 15:13:15 2013,        118
Tue Jan 15 15:13:38 2013,        118
Tue Jan 15 15:13:59 2013,        118
Tue Jan 15 15:14:21 2013,        120
Tue Jan 15 15:14:43 2013,        120
Tue Jan 15 15:15:05 2013,        120
Tue Jan 15 15:15:26 2013,        120
Tue Jan 15 15:15:49 2013,        120
Tue Jan 15 15:16:10 2013,        120
Tue Jan 15 15:16:32 2013,        122
Tue Jan 15 15:16:53 2013,        122
Tue Jan 15 15:17:15 2013,        122
Tue Jan 15 15:17:38 2013,        122
Tue Jan 15 15:18:00 2013,        122
Tue Jan 15 15:18:22 2013,        124
Tue Jan 15 15:18:44 2013,        124
Tue Jan 15 15:19:06 2013,        124
Tue Jan 15 15:19:27 2013,        124
Tue Jan 15 15:19:49 2013,        124
Tue Jan 15 15:20:11 2013,        124
Tue Jan 15 15:20:33 2013,        126
Tue Jan 15 15:20:54 2013,        126
Tue Jan 15 15:21:16 2013,        126
Tue Jan 15 15:21:38 2013,        126
Tue Jan 15 15:22:00 2013,        126
Tue Jan 15 15:22:22 2013,        128
Tue Jan 15 15:22:44 2013,        128
Tue Jan 15 15:23:06 2013,        128
Tue Jan 15 15:23:28 2013,        128
Tue Jan 15 15:23:50 2013,        128
Tue Jan 15 15:24:12 2013,        128
Tue Jan 15 15:24:33 2013,        130
Tue Jan 15 15:24:55 2013,        130
Tue Jan 15 15:25:17 2013,        130
Tue Jan 15 15:25:38 2013,        130
Tue Jan 15 15:26:00 2013,        130
Tue Jan 15 15:26:22 2013,        132
Tue Jan 15 15:26:43 2013,        132
Tue Jan 15 15:27:06 2013,        132
Tue Jan 15 15:27:27 2013,        132
Tue Jan 15 15:27:50 2013,        132
Tue Jan 15 15:28:12 2013,        134
Tue Jan 15 15:28:33 2013,        134
Tue Jan 15 15:28:55 2013,        134
Tue Jan 15 15:29:17 2013,        134
Tue Jan 15 15:29:39 2013,        134
Tue Jan 15 15:30:00 2013,        134
Tue Jan 15 15:30:22 2013,        135
Tue Jan 15 15:30:44 2013,        135
Tue Jan 15 15:31:06 2013,        135
Tue Jan 15 15:31:27 2013,        135
Tue Jan 15 15:31:50 2013,        135
Tue Jan 15 15:32:12 2013,        137
Tue Jan 15 15:32:34 2013,        137
Tue Jan 15 15:32:56 2013,        137
Tue Jan 15 15:33:18 2013,        137
Tue Jan 15 15:33:39 2013,        137
Tue Jan 15 15:34:01 2013,        137
Tue Jan 15 15:34:23 2013,        139
Tue Jan 15 15:34:45 2013,        139
Tue Jan 15 15:35:07 2013,        139
Tue Jan 15 15:35:29 2013,        139
Tue Jan 15 15:35:50 2013,        139
Tue Jan 15 15:36:13 2013,        139
Tue Jan 15 15:36:35 2013,        139
Tue Jan 15 15:36:56 2013,        139
Tue Jan 15 15:37:18 2013,        139
Tue Jan 15 15:37:40 2013,        139
Tue Jan 15 15:38:02 2013,        139
Tue Jan 15 15:38:24 2013,        141
Tue Jan 15 15:38:46 2013,        141
Tue Jan 15 15:39:08 2013,        141
Tue Jan 15 15:39:29 2013,        141
Tue Jan 15 15:39:51 2013,        141
Tue Jan 15 15:40:14 2013,        142
Tue Jan 15 15:40:35 2013,        142
Tue Jan 15 15:40:58 2013,        142
Tue Jan 15 15:41:19 2013,        142
Tue Jan 15 15:41:41 2013,        142
Tue Jan 15 15:42:03 2013,        142
Tue Jan 15 15:42:25 2013,        144
Tue Jan 15 15:42:47 2013,        144
Tue Jan 15 15:43:08 2013,        144
Tue Jan 15 15:43:30 2013,        144
Tue Jan 15 15:43:52 2013,        144
Tue Jan 15 15:44:14 2013,        146
Tue Jan 15 15:44:36 2013,        146
Tue Jan 15 15:44:58 2013,        146
Tue Jan 15 15:45:19 2013,        146
Tue Jan 15 15:45:41 2013,        146
Tue Jan 15 15:46:03 2013,        146
Tue Jan 15 15:46:25 2013,        148
Tue Jan 15 15:46:46 2013,        148
Tue Jan 15 15:47:09 2013,        148
Tue Jan 15 15:47:31 2013,        148
Tue Jan 15 15:47:53 2013,        148
Tue Jan 15 15:48:15 2013,        150
Tue Jan 15 15:48:37 2013,        150
Tue Jan 15 15:48:59 2013,        150
Tue Jan 15 15:49:21 2013,        150
Tue Jan 15 15:49:43 2013,        150
Tue Jan 15 15:50:04 2013,        150
Tue Jan 15 15:50:26 2013,        152
Tue Jan 15 15:50:48 2013,        152
Tue Jan 15 15:51:10 2013,        152
Tue Jan 15 15:51:32 2013,        152
Tue Jan 15 15:51:54 2013,        152
Tue Jan 15 15:52:16 2013,        137
Tue Jan 15 15:52:38 2013,        137
Tue Jan 15 15:53:00 2013,        137
Tue Jan 15 15:53:21 2013,        137
Tue Jan 15 15:53:43 2013,        137
Tue Jan 15 15:54:05 2013,        137
Tue Jan 15 15:54:27 2013,        138
Tue Jan 15 15:54:49 2013,        138
Tue Jan 15 15:55:14 2013,        138
Tue Jan 15 15:55:36 2013,        138
Tue Jan 15 15:55:58 2013,        138
Tue Jan 15 15:56:20 2013,        140
Tue Jan 15 15:56:41 2013,        140
Tue Jan 15 15:57:03 2013,        140
Tue Jan 15 15:57:25 2013,        140
Tue Jan 15 15:57:47 2013,        140
Tue Jan 15 15:58:09 2013,        140
Tue Jan 15 15:58:31 2013,        138
Tue Jan 15 15:58:53 2013,        138
Tue Jan 15 15:59:14 2013,        138
Tue Jan 15 15:59:36 2013,        138
Tue Jan 15 15:59:58 2013,        138
Tue Jan 15 16:00:20 2013,        132
Tue Jan 15 16:00:42 2013,        132
Tue Jan 15 16:01:03 2013,        132
Tue Jan 15 16:01:25 2013,        132
Tue Jan 15 16:01:46 2013,        132
Tue Jan 15 16:02:08 2013,        132
Tue Jan 15 16:02:30 2013,        132
Tue Jan 15 16:02:52 2013,        132
Tue Jan 15 16:03:13 2013,        132
Tue Jan 15 16:03:35 2013,        132
Tue Jan 15 16:03:57 2013,        132
Tue Jan 15 16:04:19 2013,        127
Tue Jan 15 16:04:40 2013,        127
Tue Jan 15 16:05:03 2013,        127
Tue Jan 15 16:05:25 2013,        127
Tue Jan 15 16:05:47 2013,        127
Tue Jan 15 16:06:09 2013,        127
Tue Jan 15 16:06:30 2013,        128
Tue Jan 15 16:06:52 2013,        128
Tue Jan 15 16:07:14 2013,        128
Tue Jan 15 16:07:36 2013,        128
Tue Jan 15 16:07:58 2013,        128
Tue Jan 15 16:08:20 2013,        129
Tue Jan 15 16:08:42 2013,        129
Tue Jan 15 16:09:03 2013,        129
Tue Jan 15 16:09:26 2013,        129
Tue Jan 15 16:09:47 2013,        129
Tue Jan 15 16:10:09 2013,        129
Tue Jan 15 16:10:31 2013,        132
Tue Jan 15 16:10:53 2013,        132
Tue Jan 15 16:11:14 2013,        132
Tue Jan 15 16:11:36 2013,        132
Tue Jan 15 16:11:57 2013,        132
Tue Jan 15 16:12:19 2013,        133
Tue Jan 15 16:12:41 2013,        133
Tue Jan 15 16:13:03 2013,        133
Tue Jan 15 16:13:24 2013,        133
Tue Jan 15 16:13:46 2013,        133
Tue Jan 15 16:14:08 2013,        133
Tue Jan 15 16:14:29 2013,        133
Tue Jan 15 16:14:51 2013,        133
Tue Jan 15 16:15:13 2013,        133
Tue Jan 15 16:15:35 2013,        133
Tue Jan 15 16:15:56 2013,        133
Tue Jan 15 16:16:19 2013,        135
Tue Jan 15 16:16:40 2013,        135
Tue Jan 15 16:17:02 2013,        135
Tue Jan 15 16:17:23 2013,        135
Tue Jan 15 16:17:46 2013,        135
Tue Jan 15 16:18:08 2013,        135
Tue Jan 15 16:18:29 2013,        135
Tue Jan 15 16:18:51 2013,        135
Tue Jan 15 16:19:12 2013,        135
Tue Jan 15 16:19:35 2013,        135
Tue Jan 15 16:19:56 2013,        135
Tue Jan 15 16:20:19 2013,        124
Tue Jan 15 16:20:41 2013,        124
Tue Jan 15 16:21:03 2013,        124
Tue Jan 15 16:21:25 2013,        124
Tue Jan 15 16:21:47 2013,        124
Tue Jan 15 16:22:09 2013,        124
Tue Jan 15 16:22:31 2013,        111
Tue Jan 15 16:22:52 2013,        111
Tue Jan 15 16:23:14 2013,        111
Tue Jan 15 16:23:36 2013,        111
Tue Jan 15 16:23:58 2013,        111
Tue Jan 15 16:24:20 2013,        110
Tue Jan 15 16:24:41 2013,        110
Tue Jan 15 16:25:04 2013,        110
Tue Jan 15 16:25:25 2013,        110
Tue Jan 15 16:25:47 2013,        110
Tue Jan 15 16:26:09 2013,        110
Tue Jan 15 16:26:30 2013,        105
Tue Jan 15 16:26:52 2013,        105
Tue Jan 15 16:27:14 2013,        105
Tue Jan 15 16:27:36 2013,        105
Tue Jan 15 16:27:57 2013,        105
Tue Jan 15 16:28:20 2013,         94
Tue Jan 15 16:28:42 2013,         94
Tue Jan 15 16:29:03 2013,         94
Tue Jan 15 16:29:25 2013,         94
Tue Jan 15 16:29:47 2013,         94
Tue Jan 15 16:30:08 2013,         94
Tue Jan 15 16:30:30 2013,         93
Tue Jan 15 16:30:51 2013,         93
Tue Jan 15 16:31:12 2013,         93
Tue Jan 15 16:31:34 2013,         93
Tue Jan 15 16:31:56 2013,         93
Tue Jan 15 16:32:18 2013,         89
Tue Jan 15 16:32:40 2013,         89
Tue Jan 15 16:33:01 2013,         89
Tue Jan 15 16:33:23 2013,         89
Tue Jan 15 16:33:44 2013,         89
Tue Jan 15 16:34:06 2013,         89
Tue Jan 15 16:34:27 2013,         89
Tue Jan 15 16:34:49 2013,         89
Tue Jan 15 16:35:11 2013,         89
Tue Jan 15 16:35:32 2013,         89
Tue Jan 15 16:35:54 2013,         89
Tue Jan 15 16:36:16 2013,         78
Tue Jan 15 16:36:37 2013,         78
Tue Jan 15 16:36:59 2013,         78
Tue Jan 15 16:37:21 2013,         78
Tue Jan 15 16:37:42 2013,         78
Tue Jan 15 16:38:04 2013,         78
Tue Jan 15 16:38:26 2013,         79
Tue Jan 15 16:38:48 2013,         79
Tue Jan 15 16:39:09 2013,         79
Tue Jan 15 16:39:30 2013,         79
Tue Jan 15 16:39:52 2013,         79
Tue Jan 15 16:40:14 2013,         74
Tue Jan 15 16:40:36 2013,         74
Tue Jan 15 16:40:57 2013,         74
Tue Jan 15 16:41:19 2013,         74
Tue Jan 15 16:41:40 2013,         74
Tue Jan 15 16:42:03 2013,         74
Tue Jan 15 16:42:24 2013,         77
Tue Jan 15 16:42:45 2013,         77
Tue Jan 15 16:43:07 2013,         77
Tue Jan 15 16:43:28 2013,         77
Tue Jan 15 16:43:49 2013,         77
Tue Jan 15 16:44:12 2013,         77
Tue Jan 15 16:44:33 2013,         76
Tue Jan 15 16:44:55 2013,         76
Tue Jan 15 16:45:16 2013,         76
Tue Jan 15 16:45:37 2013,         76
Tue Jan 15 16:45:59 2013,         76
Tue Jan 15 16:46:21 2013,         79
Tue Jan 15 16:46:42 2013,         79
Tue Jan 15 16:47:04 2013,         79
Tue Jan 15 16:47:26 2013,         79
Tue Jan 15 16:47:47 2013,         79
Tue Jan 15 16:48:08 2013,         79
Tue Jan 15 16:48:30 2013,         79
Tue Jan 15 16:48:51 2013,         79
Tue Jan 15 16:49:13 2013,         79
Tue Jan 15 16:49:35 2013,         79
Tue Jan 15 16:49:56 2013,         79
Tue Jan 15 16:50:18 2013,         81
Tue Jan 15 16:50:40 2013,         81
Tue Jan 15 16:51:01 2013,         81
Tue Jan 15 16:51:22 2013,         81
Tue Jan 15 16:51:44 2013,         81
Tue Jan 15 16:52:05 2013,         81
Tue Jan 15 16:52:26 2013,         83
Tue Jan 15 16:52:48 2013,         83
Tue Jan 15 16:53:10 2013,         83
Tue Jan 15 16:53:32 2013,         83
Tue Jan 15 16:53:53 2013,         83
Tue Jan 15 16:54:14 2013,         85
Tue Jan 15 16:54:36 2013,         85
Tue Jan 15 16:54:57 2013,         85
Tue Jan 15 16:55:19 2013,         85
Tue Jan 15 16:55:40 2013,         85
Tue Jan 15 16:56:01 2013,         85
Tue Jan 15 16:56:23 2013,         83
Tue Jan 15 16:56:44 2013,         83
Tue Jan 15 16:57:05 2013,        -10
Tue Jan 15 16:57:27 2013,         83
Tue Jan 15 16:57:48 2013,         83
Tue Jan 15 16:58:10 2013,         83
Tue Jan 15 16:58:31 2013,         76
Tue Jan 15 16:58:53 2013,         76
Tue Jan 15 16:59:15 2013,         76
Tue Jan 15 16:59:36 2013,         76
Tue Jan 15 16:59:58 2013,        -10
Tue Jan 15 17:00:10 2013,        -10
Tue Jan 15 18:00:10 2013,        -10
Tue Jan 15 19:00:10 2013,        -10
Tue Jan 15 20:00:10 2013,        -10
Tue Jan 15 21:00:10 2013,        -10
Tue Jan 15 22:00:11 2013,        -10
